"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor","factor_metric_unit"
"709",1,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Access to extension services (1= Access, 0= no access)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",0.077,0.077,"robust standard error","6.9000000000000006E-2",0.069,"na",NA,"nd",NA,"nd",16,16,240,240,"Uganda",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"709",2,"nd","soil bund with contour cultivation","perennial grass",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Access to extension services (1= Access, 0= no access)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",0.256,0.256,"robust standard error","7.0999999999999994E-2",0.071,"na",NA,"0.01",0.01,"nd",16,16,240,240,"Uganda",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"714",1,"Maize","pull-push",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","interaction with extension with extension (1= yes, 0 = no)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",4.08,4.08,"standard error","0.753",0.753,"nd",NA,"0.01",0.01,"nd",9,9,923,923,"Kenya",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"737",1,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","How many visits per year an MBSA agent makes to farmer","agricultural extension frequency","number of visits","continuous","none","logistic multilevel models","logit","coefficient value",11.43,11.43,"standard error","2.67",2.67,"nd",NA,"0.01",0.01,"nd",37,37,2312,2312,"Mali",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"737",1,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","How many visits per year an MBSA agent makes to farmer²","agricultural extension frequency","(number of visits)^2","continuous","none","logistic multilevel models","logit","coefficient value",-6.04,-6.04,"standard error","1.8",1.8,"nd",NA,"0.01",0.01,"nd",37,37,2312,2312,"Mali","already included the same factor without exponent","(number of visits)^2","agricultural extension","agricultural extension ((number of visits)^2)"
"737",2,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","How many visits per year an MBSA agent makes to farmer","agricultural extension frequency","number of visits","continuous","none","logistic multilevel models","logit","coefficient value",11.16,11.16,"standard error","2.39",2.39,"nd",NA,"0.01",0.01,"nd",37,37,2312,2312,"Mali",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"737",2,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","How many visits per year an MBSA agent makes to farmer²","agricultural extension frequency","(number of visits)^2","continuous","none","logistic multilevel models","logit","coefficient value",-5.86,-5.86,"standard error","1.4",1.4,"nd",NA,"0.01",0.01,"nd",37,37,2312,2312,"Mali",NA,"(number of visits)^2","agricultural extension","agricultural extension ((number of visits)^2)"
"761",1,"nd","crop rotation","cover crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contact with extension agent regular","agricultural extension frequency","1= regular, 0= otherwise","categorical (binary)","none","Logit regression model","logit","coefficient value",3.65,3.65,"standard error","1.52",1.52,"2.57",2.57,"0.01",0.01,"nd",14,14,106,106,"Uganda",NA,"1= regular, 0= otherwise","agricultural extension","agricultural extension (1= regular, 0= otherwise)"
"761",1,"nd","crop rotation","cover crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Occasional visit","agricultural extension frequency","1= ocassional, 0= otherwise","categorical (binary)","none","Logit regression model","logit","coefficient value",2.28,2.28,"standard error","1.01",1.01,"2.2599999999999998",2.26,"nd",NA,"nd",14,14,106,106,"Uganda",NA,"1= ocassional, 0= otherwise","agricultural extension","agricultural extension (1= ocassional, 0= otherwise)"
"779",1,"nd","integrated aquaculture-agriculture",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Access to Extension dummy (access = 1)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit model","logit","coefficient value",1.01,1.01,"standard error","0.27",0.27,"nd",NA,"0.01",0.01,"nd",10,10,315,315,"Malawi",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"779",2,"nd","integrated aquaculture-agriculture",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Access to Extension dummy (access = 1)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","ordinary least squares (OLS) method. Heckman’s two-step procedure","logit","coefficient value",-0.19229,-0.19229,"standard error","0.16444",0.16444,"nd",NA,"nd",NA,"nd",11,11,315,315,"Malawi",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"792",3,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with government extension agent","agricultural extension frequency","number of contacts","continuous","log10","seemingly unrelated probit model","probit","coefficient value",0.22,0.22,"standard error","0.08",0.08,"nd",NA,"0.05",0.05,"nd",22,22,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",3,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with nongovernment extension agent","agricultural extension frequency","number of contacts","continuous","log10","seemingly unrelated probit model","probit","coefficient value",-0.06,-0.06,"standard error","0.09",0.09,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",4,"Pigeonpea","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with government extension agent","agricultural extension frequency","number of contacts","continuous","log10","seemingly unrelated probit model","probit","coefficient value",-0.05,-0.05,"standard error","0.08",0.08,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",4,"Pigeonpea","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with nongovernment extension agent","agricultural extension frequency","number of contacts","continuous","log10","seemingly unrelated probit model","probit","coefficient value",-0.12,-0.12,"standard error","0.09",0.09,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",1,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with government extension agent","agricultural extension frequency","number of contacts","continuous","log10","recursive bivariate probit","probit","coefficient value",0.23,0.23,"standard error","0.08",0.08,"nd",NA,"0.01",0.01,"nd",22,22,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",1,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with nongovernment extension agent","agricultural extension frequency","number of contacts","continuous","log10","recursive bivariate probit","probit","coefficient value",-0.05,-0.05,"standard error","0.09",0.09,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",2,"Pigeonpea","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with government extension agent","agricultural extension frequency","number of contacts","continuous","log10","recursive bivariate probit","probit","coefficient value",-0.08,-0.08,"standard error","7.0000000000000007E-2",0.07,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"792",2,"Pigeonpea","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Log of contact with nongovernment extension agent","agricultural extension frequency","number of contacts","continuous","log10","recursive bivariate probit","probit","coefficient value",-0.12,-0.12,"standard error","0.08",0.08,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"807",1,"nd","agroforestry","alley cropping","unespecified",NA,"diversity adoption (1=yes, 0=no)","partial correlation","CONT (contact with agroforestry extension agents)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Logit model","logit","coefficient value",3.1709,3.1709,"standard error","1.111",1.111,"2.8530000000000002",2.853,"0.05",0.05,"nd",14,14,256,256,"Cameroon",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"815",3,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","SFP agent contact","agricultural extension frequency","0= none, 1= occasional, 2= frequent","categorical (multiple)","none","Multiple regression analysis with logistic modeling","logit","coefficient value",0.85,0.85,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",15,15,421,421,"India",NA,"0= none, 1= occasional, 2= frequent","agricultural extension","agricultural extension (0= none, 1= occasional, 2= frequent)"
"941",1,"Rice, wheat","crop rotation and intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","government extension service","access to agricultural extension","1= yes, 0= otherwise","categorical (binary)","none","Multivariate probit model","probit","coefficient value",0.838,0.838,"standard error","0.32",0.32,"nd",NA,"0.01",0.01,"nd",28,28,1926,1926,"India",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"947",1,"nd","crop rotation","cover crops",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension contact","agricultural extension frequency","number of visits","continuous","none","double-hurdle model, truncated model","truncated","coefficient value",0.005,0.005,"standard error","4.1300000000000003E-2",0.0413,"nd",NA,"0.01",0.01,"nd",13,13,34,34,"Nigeria",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"947",2,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension contact","agricultural extension frequency","number of visits","continuous","none","double-hurdle model, truncated model","truncated","coefficient value",0.079,0.079,"standard error","6.2700000000000006E-2",0.0627,"nd",NA,"0.1",0.1,"nd",13,13,72,72,"Nigeria",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
