"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","factor","factor_class","factor_sub_class","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"631",1,"nd","land with temporary fallow","natural fallow",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land tenure","land tenure security","1= land owned, 0= otherwise","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",-0.077,-0.077,"standard error","0.29099999999999998",0.291,"nd",NA,"nd",NA,"nd",32,32,440,440,"Burkina Faso",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"631",2,"nd","agroforestry",NA,NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land tenure","land tenure security","1= owned, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",0.718,0.718,"standard error","0.28599999999999998",0.286,"nd",NA,"0.05",0.05,"nd",32,32,440,440,"Burkina Faso",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"638",1,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land title","land tenure security","1= land title, 0=otherwise","categorical (binary)","none","logit regression model","logit","marginal effect",0.003,0.003,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,595,595,"Kenya",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"640",1,"Maize","crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Mean land tenure","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","mixed multinomial logit (MMNL) model","logit","coefficient value",-0.42,-0.42,"standard error","0.49",0.49,"nd",NA,"nd",NA,"nd",30,30,810,810,"Zambia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"701",1,"nd","agroforestry","alley cropping","n fixing",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","SECLD indexes security of land rights","land tenure security","1 = farmer has secure tenurial rights, 0 = otherwise.","categorical (binary)","none","logit regression","logit","coefficient value",0.0119,0.0119,"t value","6.0999999999999999E-2",0.061,"6.0999999999999999E-2",0.061,"nd",NA,"nd",14,14,676,676,"Cameroon",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"701",2,"nd","land with temporary fallow","improved fallow","tree planting",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","SECLD indexes security of land rights","land tenure security","1 = farmer has secure tenurial rights, 0 = otherwise.","categorical (binary)","none","logit regression","logit","coefficient value",0.41906,0.41906,"t value","2.12",2.12,"2.12",2.12,"0.05",0.05,"nd",14,14,675,675,"Cameroon",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"701",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","SECLD indexes security of land rights","land tenure security","1 = farmer has secure tenurial rights, 0 = otherwise.","categorical (binary)","none","logit regression","logit","coefficient value",-0.3503,-0.3503,"t value","-1.7949999999999999",-1.795,"-1.7949999999999999",-1.795,"0.1",0.1,"nd",14,14,676,676,"Cameroon",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"701",4,"nd","grazing cut and carry","agro-silvopasture",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","SECLD indexes security of land rights","land tenure security","1 = farmer has secure tenurial rights, 0 = otherwise.","categorical (binary)","none","logit regression","logit","coefficient value",0.17426,0.17426,"t value","0.79700000000000004",0.797,"0.79700000000000004",0.797,"nd",NA,"nd",14,14,676,676,"Cameroon",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"750",1,"nd","agroforestry","homegarden",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Public","land tenure security","1= Public, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",-0.538,-0.538,"standard error","1.22",1.22,"nd",NA,"0.65900000000000003",0.659,"nd",15,15,96,96,"Uganda","Not clear which is most secure tenure system","1= Public, 0= Mailo","secured land tenure (1= Public, 0= Mailo)"
"750",1,"nd","agroforestry","homegarden",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Freehold","land tenure security","1= Freehold, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",-1.205,-1.205,"standard error","1.373",1.373,"nd",NA,"0.38",0.38,"nd",15,15,96,96,"Uganda","Not clear which is most secure tenure system","1= Freehold, 0= Mailo","secured land tenure (1= Freehold, 0= Mailo)"
"750",1,"nd","agroforestry","homegarden",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Leasehold","land tenure security","1= Leasehold, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",-21.658,-21.658,"standard error","40192.97",40192.97,"nd",NA,"1",1,"nd",15,15,96,96,"Uganda","Not clear which is most secure tenure system","1= Leasehold, 0= Mailo","secured land tenure (1= Leasehold, 0= Mailo)"
"750",2,"nd","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Public","land tenure security","1= Public, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",6.553,6.553,"standard error","2.085",2.085,"nd",NA,"2E-3",0.002,"nd",15,15,83,83,"Uganda","Not clear which is most secure tenure system","1= Public, 0= Mailo","secured land tenure (1= Public, 0= Mailo)"
"750",2,"nd","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Freehold","land tenure security","1= Freehold, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",5.355,5.355,"standard error","2.0379999999999998",2.038,"nd",NA,"8.9999999999999993E-3",0.009,"nd",15,15,83,83,"Uganda","Not clear which is most secure tenure system","1= Freehold, 0= Mailo","secured land tenure (1= Freehold, 0= Mailo)"
"750",2,"nd","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Leasehold","land tenure security","1= Leasehold, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",17.872,17.872,"standard error","40192.97",40192.97,"nd",NA,"1",1,"nd",15,15,83,83,"Uganda","Not clear which is most secure tenure system","1= Leasehold, 0= Mailo","secured land tenure (1= Leasehold, 0= Mailo)"
"750",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Public","land tenure security","1= Public, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",-0.656,-0.656,"standard error","0.83699999999999997",0.837,"nd",NA,"0.433",0.433,"nd",15,15,96,96,"Uganda","Not clear which is most secure tenure system","1= Public, 0= Mailo","secured land tenure (1= Public, 0= Mailo)"
"750",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Freehold","land tenure security","1= Freehold, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",-0.05,-0.05,"standard error","0.90500000000000003",0.905,"nd",NA,"0.95599999999999996",0.956,"nd",15,15,96,96,"Uganda","Not clear which is most secure tenure system","1= Freehold, 0= Mailo","secured land tenure (1= Freehold, 0= Mailo)"
"750",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure system Leasehold","land tenure security","1= Leasehold, 0= Mailo","categorical (multiple)","none","binary logistic regression model","logit","coefficient value",-23.085,-23.085,"standard error","40192.97",40192.97,"nd",NA,"1",1,"nd",15,15,96,96,"Uganda","Not clear which is most secure tenure system","1= Leasehold, 0= Mailo","secured land tenure (1= Leasehold, 0= Mailo)"
"754",1,"Maize","intercropping or crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1= no, 2= yes)","partial correlation","Tenure","land tenure security","1= owned, 0= no","categorical (binary)","none","multinomial logit model","logit","coefficient value",0.455,0.455,"standard error","0.58699999999999997",0.587,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"Malawi",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"754",2,"Maize","intercropping or crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1= no, 2= yes)","partial correlation","Tenure","land tenure security","1= owned, 0= no","categorical (binary)","none","multinomial logit model","logit","coefficient value",-0.379,-0.379,"standard error","0.54200000000000004",0.542,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"Malawi",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"800",1,"nd","embedded seminatural infrastructures","field margins","grass or weedy buffer strips",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure (dummy)b","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","Probit model","probit","coefficient value",-0.31,-0.31,"p value","nd",NA,"nd",NA,"nd",NA,"nd",8,8,70,70,"Philippines",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"800",2,"nd","embedded seminatural infrastructures","field margins","grass or weedy buffer strips",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure (dummy)b","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","Probit model","probit","coefficient value",1.02,1.02,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",8,8,70,70,"Philippines",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"804",1,"Corn","agroforestry","hedgerow",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure security (proportion of cultivated area with secure","land tenure security","proportion of cultivated area with secure tenure","continuous","none","probit regressions","probit","coefficient value",0.7979,0.7979,"standard error","1.1391",1.1391,"nd",NA,"nd",NA,"nd",14,14,89,89,"Philippines",NA,"percentage to secure land","secured land tenure (percentage to secure land)"
"804",2,"Corn","agroforestry","hedgerow",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure security (proportion of cultivated area with secure","land tenure security","proportion of cultivated area with secure tenure","continuous","none","probit regressions","probit","coefficient value",0.0018,0.0018,"standard error","8.0000000000000004E-4",8e-04,"nd",NA,"nd",NA,"nd",9,9,89,89,"Philippines",NA,"percentage to secure land","secured land tenure (percentage to secure land)"
"807",1,"nd","agroforestry","alley cropping","unespecified",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","LANDTR (security of land rights)","land tenure security","1= yes, 0= no","categorical (binary)","none","Logit model","logit","coefficient value",-0.14027,-0.14027,"standard error","0.5101",0.5101,"-0.27500000000000002",-0.275,"nd",NA,"nd",14,14,256,256,"Cameroon",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"808",1,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Single family ownership - daughters&sons","land tenure security","1= single family, 0= otherwise","categorical (binary)","none","logit model","logit","coefficient value",-0.6,-0.6,"standard error","0.67",0.67,"nd",NA,"nd",NA,"nd",14,14,300,300,"Indonesia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"808",1,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Private ownership through purchase","land tenure security","1= purchase, 0= otherwise","categorical (binary)","none","logit model","logit","coefficient value",-1.02,-1.02,"standard error","0.56999999999999995",0.57,"nd",NA,"0.1",0.1,"nd",14,14,300,300,"Indonesia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"808",1,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Private ownership through clearance: land acquired through clearing primary forest","land tenure security","1= Private ownership through clearance, 0= otherwise","categorical (binary)","none","logit model","logit","coefficient value",0.32,0.32,"standard error","0.49",0.49,"nd",NA,"nd",NA,"nd",14,14,300,300,"Indonesia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"808",2,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Single family ownership - daughters&sons","land tenure security","1= single family, 0= otherwise","categorical (binary)","none","conditional logit","logit","coefficient value",-0.5,-0.5,"standard error","0.62",0.62,"nd",NA,"nd",NA,"nd",14,14,300,300,"Indonesia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"808",2,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Private ownership through purchase","land tenure security","1= purchase, 0= otherwise","categorical (binary)","none","conditional logit","logit","coefficient value",-0.86,-0.86,"standard error","0.53",0.53,"nd",NA,"0.1",0.1,"nd",14,14,300,300,"Indonesia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"808",2,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Private ownership through clearance: land acquired through clearing primary forest","land tenure security","1= Private ownership through clearance, 0= otherwise","categorical (binary)","none","conditional logit","logit","coefficient value",0.26,0.26,"standard error","0.45",0.45,"nd",NA,"nd",NA,"nd",14,14,300,300,"Indonesia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"826",1,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","TENANT","land tenure security","1= yes, 0= no","categorical (binary)","none","Probit model","probit","coefficient value",-0.24,-0.24,"standard error","0.37",0.37,"nd",NA,"0.51100000000000001",0.511,"nd",8,8,268,268,"Philippines",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"895",1,"Corn","crop rotation","rotation of annual crops","n fixing",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Own land","land tenure security","1= owned, 0= no","categorical (binary)","none","multinomial logit model","logit","marginal effect",-0.0079,-0.0079,"standard error","5.2900000000000003E-2",0.0529,"nd",NA,"nd",NA,"nd",15,15,539,539,"USA",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"941",1,"Rice, wheat","crop rotation and intercropping","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","tenure of plot","land tenure security","1= owned, 0= rented","categorical (binary)","none","Multivariate probit model","probit","coefficient value",-0.132,-0.132,"standard error","1.2E-2",0.012,"nd",NA,"0.01",0.01,"nd",28,28,1926,1926,"India",NA,"1= owned, 0= rented","secured land tenure (1= owned, 0= rented)"
