"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","factor","factor_class","factor_sub_class","factor_context","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"631",2,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm activities","hh engaged in off-farm activities","number of off-farm activities of household","continuous","none","multivariate probit (MVP) modeling","probit","coefficient value",-0.016,-0.016,"standard error","0.11700000000000001",0.117,"nd",NA,"nd",NA,"nd",32,32,440,440,"Burkina Faso",NA,"number of off-farm activities of household","hh off-farm income (number of off-farm activities of household)"
"631",2,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Remittances","hh off-farm income","1= yes, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",0.244,0.244,"standard error","0.192",0.192,"nd",NA,"nd",NA,"nd",32,32,440,440,"Burkina Faso",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"638",1,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Nonfarm income","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","logit regression model","logit","marginal effect",0,0,"p value","0.1",0.1,"nd",NA,"0.1",0.1,"nd",27,27,595,595,"Kenya",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"640",1,"Maize","crop rotation",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to off-farm income","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","mixed multinomial logit (MMNL) model","logit","coefficient value",-0.33,-0.33,"standard error","0.23",0.23,"nd",NA,"nd",NA,"nd",30,30,810,810,"Zambia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"670",1,"nd","agroforestry",NA,NA,"native trees",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","off-farm wage rate","hh off-farm income","SDG/man-day","continuous","none","binary probit model","probit","coefficient value",0.01,0.01,"standard error","5.1999999999999998E-3",0.0052,"1.92",1.92,"nd",NA,"nd",12,12,108,108,"Sudan",NA,"country currency","hh off-farm income (country currency)"
"674",1,"nd","intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Secondary income source= Salary employment","hh engaged in off-farm activities","1= salary employment, 0= no secondary income","categorical (binary)","none","Probit model","probit","marginal effect",-0.0139,-0.0139,"standard error","2.75E-2",0.0275,"nd",NA,"nd",NA,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Secondary income source= Salary employment","hh engaged in off-farm activities","1= salary employment, 0= no secondary income","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",-0.2762,-0.2762,"standard error","0.20150000000000001",0.2015,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"725",1,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Non-farm income; Monthly average non-seasonal income from non-agricultural formal and informal employment, in 2002 US dollars","hh off-farm income","USS per month/household","continuous","none","multivariate probit regression","probit","coefficient value",0.163,0.163,"standard error","3.6999999999999998E-2",0.037,"nd",NA,"1E-3",0.001,"nd",10,10,179,179,"Kenya",NA,"country currency","hh off-farm income (country currency)"
"792",3,"Maize","intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","seemingly unrelated probit model","probit","coefficient value",-0.01,-0.01,"standard error","0.24",0.24,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"792",4,"Pigeonpea","intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","seemingly unrelated probit model","probit","coefficient value",0.07,0.07,"standard error","0.22",0.22,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"792",1,"Maize","intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","recursive bivariate probit","probit","coefficient value",-0.03,-0.03,"standard error","0.27",0.27,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"792",2,"Pigeonpea","intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","recursive bivariate probit","probit","coefficient value",0.04,0.04,"standard error","0.18",0.18,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"800",1,"nd","agroforestry and fallow","hedgerow",NA,"grass or weedy buffer strips",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Nonfarm income","hh off-farm income","Percent share of nonfarm income to total household income","continuous","none","Probit model","probit","coefficient value",0.005,0.005,"p value","nd",NA,"nd",NA,"nd",NA,"nd",8,8,70,70,"Philippines",NA,"percentage of income from off-farm activities","hh off-farm income (percentage of income from off-farm activities)"
"800",2,"nd","agroforestry and fallow","hedgerow",NA,"grass or weedy buffer strips",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Nonfarm income","hh off-farm income","Percent share of nonfarm income to total household income","continuous","none","Probit model","probit","coefficient value",-0.005,-0.005,"p value","nd",NA,"nd",NA,"nd",NA,"nd",8,8,70,70,"Philippines",NA,"percentage of income from off-farm activities","hh off-farm income (percentage of income from off-farm activities)"
"804",1,"Corn","agroforestry","hedgerow",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Non-agricultural, non-wage income per adult equivalent","hh off-farm income","pesos","continuous","none","probit regressions","probit","coefficient value",-1e-04,-1e-04,"standard error","1E-4",1e-04,"nd",NA,"nd",NA,"nd",14,14,89,89,"Philippines",NA,"country currency","hh off-farm income (country currency)"
"804",1,"Corn","agroforestry","hedgerow",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Wage income per adult equivalent (1994 pesos)b","hh off-farm income","pesos","continuous","none","probit regressions","probit","coefficient value",3e-04,3e-04,"standard error","4.0000000000000002E-4",4e-04,"nd",NA,"nd",NA,"nd",14,14,89,89,"Philippines",NA,"country currency","hh off-farm income (country currency)"
"804",2,"Corn","agroforestry","hedgerow",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Non-agricultural, non-wage income per adult equivalent","hh off-farm income","pesos","continuous","none","probit regressions","probit","coefficient value",0.0354,0.0354,"standard error","6.0100000000000001E-2",0.0601,"nd",NA,"nd",NA,"nd",9,9,89,89,"Philippines",NA,"country currency","hh off-farm income (country currency)"
"804",2,"Corn","agroforestry","hedgerow",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Wage income per adult equivalent (1994 pesos)b","hh off-farm income","pesos","continuous","none","probit regressions","probit","coefficient value",-1e-04,-1e-04,"standard error","1E-4",1e-04,"nd",NA,"nd",NA,"nd",9,9,89,89,"Philippines",NA,"country currency","hh off-farm income (country currency)"
"807",1,"nd","agroforestry","alley cropping",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","NFINC (non-farm income)","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Logit model","logit","coefficient value",0.18166,0.18166,"standard error","0.4698",0.4698,"0.38700000000000001",0.387,"nd",NA,"nd",14,14,256,256,"Cameroon",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"825",1,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Income from non-farm labour as percentage of household income (INLHI).","hh off-farm income","percentage of household income","continuous","none","logistic regression analysis","logit","coefficient value",-0.5934,-0.5934,"standard error","0.43890000000000001",0.4389,"nd",NA,"nd",NA,"nd",10,10,172,172,"Bangladesh",NA,"percentage of income from off-farm activities","hh off-farm income (percentage of income from off-farm activities)"
"825",2,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","abundance","partial correlation","Income from non-farm labour as percentage of household income (INLHI).","hh off-farm income","percentage of household income","continuous","none","ordinary least-square regression analysis results","OLS","coefficient value",-6.696,-6.696,"standard error","9.69",9.69,"-0.69",-0.69,"nd",NA,"nd",10,10,172,172,"Bangladesh",NA,"percentage of income from off-farm activities","hh off-farm income (percentage of income from off-farm activities)"
"923",1,"Soybean","crop rotation",NA,NA,"annual crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","intensity (percentage of area under diversified farming system)","partial correlation","OFFINC: whether or not there is off-farm income","hh off-farm income","1= yes, 0= no","categorical (binary)","none","tobit model","tobit","coefficient value",-0.1572,-0.1572,"t value","-1.9019999999999999",-1.902,"-1.9019999999999999",-1.902,"0.05",0.05,"nd",10,10,54,54,"USA",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"923",2,"Soybean","crop rotation",NA,NA,"annual crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","intensity (percentage of area under diversified farming system)","partial correlation","OFFINC: whether or not there is off-farm income","hh off-farm income","1= yes, 0= no","categorical (binary)","none","tobit model","tobit","coefficient value",0.1498,0.1498,"t value","-2.0310000000000001",-2.031,"-2.0310000000000001",-2.031,"0.05",0.05,"nd",7,7,54,54,"USA",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"940",1,"Rubber","agroforestry","alley cropping","intercropping",NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","multinomial logit model","logit","coefficient value",-0.853,-0.853,"standard error","0.42599999999999999",0.426,"nd",NA,"0.05",0.05,"nd",15,15,612,612,"China",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"940",2,"Rubber","agroforestry","alley cropping","intercropping",NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","intensity (area under diversified farming system)","partial correlation","Off-farm","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","Tobit regression model","tobit","coefficient value",-0.26,-0.26,"standard error","0.154",0.154,"nd",NA,"0.1",0.1,"nd",15,15,612,612,"China",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"947",1,"nd","crop rotation","cover crops",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm income","hh off-farm income","Naira (₦)","continuous","none","double-hurdle model, truncated model","truncated","coefficient value",0.003,0.003,"standard error","1E-4",1e-04,"nd",NA,"0.01",0.01,"nd",13,13,34,34,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"947",2,"nd","crop rotation",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm income","hh off-farm income","Naira (₦)","continuous","none","double-hurdle model, truncated model","truncated","coefficient value",0.02,0.02,"standard error","2.0000000000000001E-4",2e-04,"nd",NA,"0.05",0.05,"nd",13,13,72,72,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"964",1,"nd","crop rotation",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","off-farm employ.  Farmers or their immediate families employed off the farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","multinomial logistic model","logit","coefficient value",-0.498,-0.498,"standard error","0.39900000000000002",0.399,"nd",NA,"nd",NA,"nd",18,18,2091,2091,"USA",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
