"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor","factor_metric_unit"
"761",1,"nd","crop rotation","cover crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Group membership","hh association member","1= yes, 0= no","categorical (binary)","none","Logit regression model","logit","coefficient value",1.67,1.67,"standard error","0.8",0.8,"2.08",2.08,"0.05",0.05,"nd",14,14,106,106,"Uganda",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"792",3,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Member of farmer group","hh association member","1= yes, 0= no","categorical (binary)","none","seemingly unrelated probit model","probit","coefficient value",-0.17,-0.17,"standard error","0.21",0.21,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"792",4,"Pigeonpea","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Member of farmer group","hh association member","1= yes, 0= no","categorical (binary)","none","seemingly unrelated probit model","probit","coefficient value",-0.26,-0.26,"standard error","0.24",0.24,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"792",1,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Member of farmer group","hh association member","1= yes, 0= no","categorical (binary)","none","recursive bivariate probit","probit","coefficient value",-0.16,-0.16,"standard error","0.23",0.23,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"792",2,"Pigeonpea","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Member of farmer group","hh association member","1= yes, 0= no","categorical (binary)","none","recursive bivariate probit","probit","coefficient value",-0.2,-0.2,"standard error","0.19",0.19,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"800",1,"nd","embedded seminatural infrastructures","field margins","grass or weedy buffer strips",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Member (dummy)","hh association member","1= yes, 0= no","categorical (binary)","none","Probit model","probit","coefficient value",0.84,0.84,"p value","0.05",0.05,"nd",NA,"0.05",0.05,"nd",8,8,70,70,"Philippines",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"800",2,"nd","embedded seminatural infrastructures","field margins","grass or weedy buffer strips",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Member (dummy)","hh association member","1= yes, 0= no","categorical (binary)","none","Probit model","probit","coefficient value",0.34,0.34,"p value","nd",NA,"nd",NA,"nd",NA,"nd",8,8,70,70,"Philippines",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"807",1,"nd","agroforestry","alley cropping","unespecified",NA,"diversity adoption (1=yes, 0=no)","partial correlation","FAS (membership of farmers' associations)","hh association member","1= yes, 0= no","categorical (binary)","none","Logit model","logit","coefficient value",2.4813,2.4813,"standard error","0.6472",0.6472,"3.8340000000000001",3.834,"0.05",0.05,"nd",14,14,256,256,"Cameroon",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"941",1,"Rice, wheat","crop rotation and intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","association in group","hh association member","1= yes, 0= otherwise","categorical (binary)","none","Multivariate probit model","probit","coefficient value",0.297,0.297,"standard error","0.14299999999999999",0.143,"nd",NA,"0.05",0.05,"nd",28,28,1926,1926,"India",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"947",1,"nd","crop rotation","cover crops",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Agricultural organization","hh association member","1= yes, 0= no","categorical (binary)","none","double-hurdle model, truncated model","truncated","coefficient value",0.379,0.379,"standard error","-2.8500000000000001E-2",-0.0285,"nd",NA,"nd",NA,"nd",13,13,34,34,"Nigeria",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"947",2,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Agricultural organization","hh association member","1= yes, 0= no","categorical (binary)","none","double-hurdle model, truncated model","truncated","coefficient value",0.434,0.434,"standard error","-0.13830000000000001",-0.1383,"nd",NA,"nd",NA,"nd",13,13,72,72,"Nigeria",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
